주소,일자,언론사,기고자,제목,통합 분류1,통합 분류2,통합 분류3,사건_사고 분류1,사건_사고 분류2,사건_사고 분류3,개체명(인물),개체명(지역),개체명(기업기관),키워드,특성추출,본문,원본주소
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01100901.20200501055115001,2020-05-01,중앙일보,김원(),[팩플]천하의 넷플릭스도 떤다…천만 관객 모은 '포트나이트',IT_과학>콘텐츠,,,,,,스위니,"최고경영자, 미국, 중국, 초월, 장르, 노스캐롤라이나, 헤이스팅스","로즈데일, 트위치, 리드, 넷플릭스, 미국프로풋볼, 유튜브, NFL, 최대주주, 테크크런치, 젠지, 한국콘텐츠진흥원, WP, 마블, 제작사","천하,넷플릭스,관객,포트나이트,스콧,미국,유명,래퍼,트래비스,24일,콘서트,1230만,장소,특이,에픽게임즈,포트나이트,게임,가상현실,게임,트위치,유튜브,스트리밍,실제,게임,접속,사람,가상현실,콘서트,관객,콘서트,스콧,아바타,게임,캐릭터,노래,유저들,관람,방식,포트나이트,2월,게임,콘서트,콘서트,DJ,마시멜로,동시,접속자,1100만,포트나이트,에픽게임즈,2018년,슈팅,총쏘기,게임,100명,플레이어,배틀로얄,실시간,전투,장르,PC·콘솔·모바일,기기,에픽게임즈,최대주주,텐센트,중국,게임사,미국,노스캐롤라이나,포트나이트,매출,달러,2조,세계,게임,매출,차지,시장,조사,업체,슈퍼데이터,세계,가입자,2억,중요,포트나이트,게임,동시,가상현실,세계,젠지,Gen.Z·,1995~2010년,소셜네트워크,SNS,포트나이트,소통,친구,단순,게임,소셜,플랫폼,진화,에픽게임즈,최고,경영자,CEO,스위니,트위터,포트나이트,게임,플랫폼,질문,트위터,포트나이트,게임,12개월,질문,플랫폼,의미,청소년,미국,40%,포트나이트,접속,여가,25%,게임,아바타,게임,실제,자신,한국콘텐츠진흥원,보고서,마블,스타워즈,유명,재산권,IP,포트나이트,프로모션,나이키,에어,조던,농구,미국프로풋볼,NFL,유니폼,게임,판매,게임,콘서트,게임,사례,리드,헤이스팅스,넷플릭스,CEO,1월,최대,라이벌,디즈니,포트나이트,가상현실,메타버스,에픽게임즈,메타버스,metaverse,초월,의미,메타,meta,현실세계,유니버스,universe,합성,용어,가상현실,공간,사람,콘텐트,현실,생활,개념,미국,워싱턴포스트,WP,년간,구글,삼성,메타버스,클라우드,가상현실,투자,메타버스,포트나이트,대중성,이용자,소통,이용자,페이스북,VR,가상현실,오큘러스,기기,제작사,20억,달러,2조,인수,가상현실,커뮤니티,페이스북,호라이즌,계획,호라이즌,페이스북,사람들,장소,탐색,게임,공동체,연결,세상,설명,미국,테크크런치,사람들,가상현실,세계,광고,각종,브랜드,제품,판매,비즈니스,게임,코로나19,주목,닌텐도,동물,로블록스,모장,마인크래프트,유저간,사회,활동,게임,게임,생일파티,가상,결혼식,비대면,언택트,소통,중요,메타버스,시대,엔씨소프트,리니지2,진행,바츠,해방,전쟁,가상현실,공간,사회활동,사례,게임,자발적,형성,조직들,세력,다툼,연인원,참가,포트나이트,세컨드라이프,로즈데일,필립,가상현실,게임,세계,현금,환전,사이버머니,사회생활,사업,페이스북,현실,현실,소통,창구,등장,인기,김원","포트나이트,가상현실,미국,페이스북,에픽게임즈,메타버스,넷플릭스,슈퍼데이터,소셜,이용자,스콧,바츠,김원,조던,엔씨소프트,나이키,중국,제작사,게임사,트래비스,필립,호라이즌,2조",미국 유명 래퍼 트래비스 스콧이 지난 24일 연 콘서트에 1230만 명이 몰렸다... 그런데 모인 장소가.. 가상현실? 메타버스? ..‘메타버스(metaverse)’ 구현이다...'메타버스'를 기대하며 클라우드와 가상현실에 막대한 투자를 해왔다'면서 ..“메타버스에 가장 가까이 간 것은 포트나이트'라고 했다...'메타버스' 시대가 더 가까워진 것이다. ..,https://news.joins.com/article/olink/23361663
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01100201.20200504132608001,2020-05-04,국민일보,박민지 기자,"포스트 코로나, 콘서트가 달라진다(영상)",문화>전시_공연,문화>음악,문화>방송_연예,,,,"로버츠, 나오미, 줄리아, 윈프리, 배우, 부시, 에이브릴, 퀸시, 오프라","미국, 서울, 유럽, 남양주시, 롯데콘서트홀, 한국, 성동구, 아시아, 중동, 오세아니아, 초월, 수원시, 신곡, 대구, 베란다","빅히트, 충북도립교향악단, 행복북구문화재단, 수원문화재단, 가가, 유나이트, 스타인웨이, Un, SM엔터테인먼트, SM, 잠실","포스트,코로,콘서트,영상,온택트,메타버스,콘서트,속속,보랏빛,몽환적,화면,오색빛깔,거대,무대,폭죽,음악,관객,조명,주인공,등장,레게,머리,파워풀,보이스,세계적,스콧,래퍼,트래비스,포트나이트,온라인,게임,세기,콘서트,가수,콘서트,관객,캐릭터,감염병,사회,거리,신종,코로나바이러스,감염증,코로나19,가수들,악재,콘서트,취소,쇼케이스,엄두,돌파구,온라인,언택트,비대면,Untact,형태,신박,콘서트,단순,온라인,언택트,확장,온택트,콘서트,게임,콘서트,게임,베란다,콘서트,자선,콘서트,탄생,갈증,이벤트,콘서트홀,투어,성황,트래비스,스콧,무대,획기적,지난달,26일,사흘,가상,콘서트,싱글,스코츠,신곡,6곡,공연,진행,세계,유저,미국,유럽,중동,아시아,오세아니아,지역,시간대,콘서트,포트나이트,설립,가상세계,확장,고민,현실세계,초월,생활,영위,개념,메타버스,metaverse,콘서트,쇼핑몰,현실,유저,게임,접속,자신,캐릭터,구축,유저,소통,협력,시공간,초월,사회,결성,공간,오락,소셜,플랫폼,영역,확장,활용,부가가치,쟁취,나이키,공간,운동화,판매,시도,온택트,Ontact,콘서트,자리,방탄소년단,BTS,방탄,소년단,콘서트,방방콘,대표적,언택트,Untact,연결,개념,이틀,지난달,24시간,시간,유튜브,방탄,TV,방영,방방콘,조회,기록,접속자,최대,동시,224만,방방콘,공연,음식물,섭취,가능,자리,이동,재치,안내,멘트,시작,응원봉,아미밤,블루투스,연동,실제,콘서트장,실시간,세계,이틀간,지역,세계,50만,아미밤,연동,빅히트,관계자,시청,단순,공연,세계,아미,관람,문화,제시,SM엔터테인먼트,세계,응원봉,연결,계획,온라인,전용,유료,콘서트,비욘드,라이브,LIVE,SM,관계자,안방,공연,팬들,응원,느낌,선사,형태,발코니,음악회,베란다,만끽,콘서트,스크린,공연,마음,공연,아파트,단지,무대,주민,베란다,공연,관람,물리적,심리,거리,일상,긴장,일상,완화,취지,수원문화재단,지난달,침체,지역,문화,예술,피로감,시민들,예술,진행,콘서트,베란다,이름,프로젝트,아파트,수원시,진행,서울,성동구,남양주시,대구,행복,북구문화재단,충북도립교향악단,합류,마련,코로나19,기금,자선,콘서트,온라인,1일,자선,콘서트,유나이트,Call,Unite·,Call,Unite,출연진,역대,규모,조지,부시,조지,W.,미국,대통령,윈프리,방송인,오프라,줄리아,로버츠,캠벨,모델,나오미,존스,음악인,퀸시,라빈,가수,에이브릴,세계,인사,자리,콘서트,온라인,가능,자신,음악,연주,노래,자신,중간,중간,이야기,전달,희망,감사,의료진,환자,지역,단체,기금,모금,독려,18일,레이디,주최,온라인,자선,콘서트,투게더,Home,엘튼,스티비,원더,테일러,스위프트,카밀라,카베요,셀린,디옹,빌리,아일리시,팝스타들,출연,한국,그룹,슈퍼엠,콘서트,1억,달러,1585억,육박,기금,콘서트,부재,콘서트,공연장,무대,건축,구조,음향,가치,뒷모습,평소,공연,안팎,이야기,스테이지,투어,호재,투어,롯데,콘서트홀,스테이지,2018년,번씩,코로나19,여파,공연장,관심,수요,감당,롯데콘서트홀,스테이지,투어,영상,촬영,공개,예정,지난달,서울,잠실,롯데콘서트홀,소규모,인파,스테이지,투어,관람객들,투어,투어,일정,거리,유지,마스크,착용,투어,무대감독,안내,무대,악기,보관실,대기실,연주대,파이프,오르간,공간,체험,1시간,진행,무대,객석,사진,빈야드,스타일,설계,무대,체험,관객,시야,보장,균일,음질,공연,감상,무대,객석,거리,악기,보관실,2억,원대,스타인웨이,피아노,콘솔,파이프,오르간,무대감독,공연장,SM데스크,관람","온라인,코로나19,공연장,롯데콘서트홀,방방콘,온택트,콘서트홀,스테이지,관계자,언택트,유튜브,서울,sm,포트나이트,미국","보랏빛이 감도는 몽환적인 화면에 오색빛깔의 거대한 무대가 세워졌다... 그 위로 폭죽이 터지면서 음악이 흘러나오자 관객이 일제히 몸을 들썩였다... 쏟아지는 조명을 뚫고 주인공이 등장했다... 레게 머리를 하고 파워풀한 보이스를 ..‘메타버스(metaverse)’를 구현하면 콘서트, 쇼핑몰 등 현실에서 행할 수 있는 모든 것을 할 수 있을 것으로 봤다...",http://news.kmib.co.kr/article/view.asp?arcid=0014543205&code=61171111&cp=kd
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=07100501.20200626112608001,2020-06-26,전자신문,이현수,"디플로, '포트나이트'서 앨범 최초 공개",문화>전시_공연,문화>음악,문화>방송_연예,,,,"디플로, 크리스토퍼, 웨슬리, 박성철","한국, 진화시",,"디플,포트나이트,앨범,공개,에픽게임즈,코리아,대표,박성철,포트나이트,소셜,공간,파티로얄,영화,사용,파티,무비,나이트,가수,디플,최신,앨범,공개,라이브,공연,개최,파티로얄,이용자,공간,소셜,에픽게임즈,거리,탐험,요소,공간,진화,이용자,즐거움,제공,방침,파티,무비,나이트,상영,영화,감독,크리스토퍼,놀란,인셉션,26일,6시,한국,시각,파티로얄,스크린,관람,자막,제공,오디오,설정,방법,자막,이용,확인,26일,10시,프로듀서,래퍼,DJ,작곡가,활동,디플로,최신,앨범,디플,프레즌트,토마스,웨슬리,공개,라이브,공연,파티로얄,메인,스테이지,개최,박성철,에픽게임즈,코리아,대표,소셜,공간,메타버스,포트나이트,체험,기회","파티로얄,포트나이트,디플,에픽게임즈,소셜,이용자,박성철,메타버스,놀란,크리스토퍼,작곡가,토마스,한국,디플로,인셉션,웨슬리,스테이지,코리아,dj,시간date,공간,나이트,자막,제공,영화",에픽게임즈 코리아(대표 박성철)가 ..'포트나이트' 3D 소셜 공간 ..'파티로얄'에서 영화를 사용하는 ..'파티로얄 무비 나이트'와 가수 디플로 최신 앨범을 최초로 공개하는 라이브 공연을 개최한다. .. ..파티로얄 이용자가 어울리면서 즐겁..“새로운 3D 소셜 공간 메타버스로서 포트나이트를 제대로 체험할 수 있는 좋은 기회가 될 것'이라고 말했다. ..,http://www.etnews.com/20200626000080
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01100801.20200813134510001,2020-08-13,조선일보,우고운 기자,"비디오 게임·스포츠 ETF, 코로나 사태 '진정한 챔피언'…몇년 간 번성할 것",IT_과학>콘텐츠,IT_과학>모바일,,사고>스포츠사고,,,"블룸버그, 이상하",당하,"LLC, NFL, 액티비전, 넷플릭스, 리서치, 이스포츠, 아트, 에이펙스","비디오,게임,스포츠,ETF,진정,코로나,사태,챔피언,번성,비디오,게임,스포츠,상장,지수,펀드,ETF,수익률,상승,의견,코로나,사태,지속,자체,비디오,게임,진화,고객들,전망,12일,현지,시각,블룸버그통신,코로나,사태,비디오,게임,스포츠,ETF,챔피언,넷플릭스,가입자,수혜업체,코로나,격리,기간,최대,수혜,업체,보도,게임&이스포츠,솔액티브,비디오,게임,이스포츠,Esports,지수,사태,코로나,폐쇄,조치,시작,상승,이래,77%,ETF,비디오,게임,수익률,50%,기록,비디오,게임,스포츠,ETF,관리,투자,회사,글로벌,컴퍼니,LLC,페드로,팔란드,리서치,애널리스트,번성,에이펙스,레전드,NFL,공급,일렉트로닉,아트,신규,가입자,기록적,판매량,보고,액티비전,블리자드,테이크투,인터랙티브,성과,소니,마이크로소프트,콘솔,출시,콘솔,출시,게임분야,수익,예상,투자자들,업계,외면,블룸버그,인텔리전스,ETF,클라우드,컴퓨팅,평균,49%,수익률,기록,게임,ETF,56%,유입량,클라우드,컴퓨팅,분야,게임,8배,블룸버그,펀드매니저들,게임분야,실적,자금,클라우드,컴퓨팅,에릭,발추나스,ETF,전문가,비디오,게임,무시,팔란드,애널리스트,투자자들,게임,요즘,온라인,광범위,역동적,형태,소셜미디어,보완,대체,행동들,비디오,게임,고객,확보,추가,추가,잠재적,차세대,인터넷,부상,사용자,진정,실제,가상,현실,상호,작용,메타버스,metaverse,경험","코로나,클라우드,etf,블룸버그,가입자,팔란드,수익률,투자자,투자자들,게임분야,솔액티브,온라인,에릭,전문가,metaverse,레전드,메타버스,소니,소셜,마이크로소프트,소셜미디어,테이크투,블리자드,크로소프트,차세대",비디오 게임과 스포츠 상장지수펀드(ETF)의 수익률이 몇년 동안 계속 상승할 것이란 의견이 나왔다... 코로나 사태가 지속되고 비디오 게임 자체가 갈수록 진화하면서 더 많은 고객들을 끌어들일 것이란 전망이다... .. .. .. ..12일(현지 시각) 블룸버그통신은 코로나 사태로 인해 ..‘메타버스(metaverse)’를 경험하고 있다고 덧붙였다...,https://biz.chosun.com/site/data/html_dir/2020/08/13/2020081301998.html?utm_source=bigkinds&utm_medium=original&utm_campaign=biz
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=07101201.20200924095127001,2020-09-24,디지털타임스,윤선영,"아크로니스, AI 기반 자율주행차 레이싱 대회 출전",IT_과학>보안,IT_과학>모바일,IT_과학>콘텐츠,,,,세르게이,"지평, 스위스","공과대학(SIT), 경기, 아크로니스 사이버, SIT","아크로니스,AI,자율,주행차,레이싱,대회,출전,글로벌,보안,기업,아크로니스,공과대학,스위스,샤프하우젠,공과,대학,SIT,파트너십,체결,자율,주행,자동차,경주,출전,로보레이스,결성,24일,로보레이스,세계,대회,자동차,레이싱,아크로니스,AI,인공지능,사이버,보호,솔루션,공급,계획,오토노머스,아크로니스,SIT,12개,경기,계획,챔피온십,로보레이스,코로나19,연기,시즌,베타,출전,시즌,레이싱,자율,주행,메타버스,혼합,현실,세계,메타,버스,통합,로보레이스,자율,추월,알고리즘,업데이트,신규,도전,모빌리티,자율,주행,지평,요소들,경기,트랙,실제,레이싱,진행,코로나19,이동,제한,대응,오토노머스팀,아크로니스,SIT,오토노머스,플랫폼,로보레이스,컨트롤,원격,모니터링,진행,계획,아크로니스,로보레이스,경기,후원,기업,시리즈,백업,재해,복구,동기화,보안,파일,동기,공유,포함,제품군,사이버,보호,솔루션,제공,솔루션,사이버,보호,사이버,보안,요소,안전,접근,프라이버시,진본,데이터,보안,보장,안전,보안,제공,동시,데이터,변조,방지,접근성,지원,AI,데이터,보호,사이버,보안,통합,프로텍트,아크로니스,사이버,솔루션,백업,멀웨어,AI,보호,포함,세르게이,벨루소프,아크로니스,설립자,CEO,AI,레이싱,테스트,완벽,무대,아크로니스,사이버핏,캠페인,최신,사이버,보호,경험,계기","아크로니스,로보레이스,자동차,ai,접근성,코로나19,샤프하우젠,세르게이,설립자,스위스","글로벌 보안 기업 아크로니스가 스위스 샤프하우젠 공과대학(SIT)과 파트너십을 체결하고 자율주행 자동차 경주 출전을 위한 로보레이스 팀을 결성했다고 24일.. 이번 시즌에는 자율 주행 레이싱과 더불어 혼합현실 세계 메타버스의 통합과 로보레이스의 자율 추월 알고리즘 업데이트, 신규 도전 팀 등 자율 주행 모빌리티의 지평을 넓히는 요소들이 대거 도입됐다. ..",http://www.dt.co.kr/contents.html?article_no=2020092402109931820005&ref=jeadan
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01100801.20201008095100001,2020-10-08,조선일보,최원석 국제경제전문기자,[최원석의 디코드] 엔비디아 젠슨 황이 보여준 AI 트렌드 5가지,경제>반도체,IT_과학>과학,IT_과학>콘텐츠,,,,"젠슨, 손정의","젠슨, 실리콘밸리, 일본, 할리우드, 계산, 한국","포트나이트, SoC, 삼성전자, 스티븐슨, 젠슨, 유튜브, 디코, AMD, GE, 미국, 현대, AI, GPU Technology Conference, 엔비디아, TSMC, 애플, 테슬라, 23mm, GTC, 소프트뱅크, Un, 계산, 화낙(, AI시대, ARM","엔비디아,젠슨,5가지,AI,트렌드,인공지능,AI,시대,AI,중요,시대,미래,응축,고급,정보,방법,젠슨,Jensen,Huang,엔비디아,창립자,CEO,자사,이벤트,GTC,GPU,Technology,Conference,기조연설,감상,유튜브,NVIDIA,GTC,주제별,출연,9개,영상,7~8분,영어,일본어,중국어,한국어,자막,제공,관심,드라마,발전,AI,동향,조망,연설,엔비디아,AI시대,노젓,보트,스크류,풀스피드,기회,의지,실행력,엔비디아,GTC,시사점,5가지,정리,엔비디아,기업,젠슨,얘기,설명,엔비디아,25년,GPU,Graphic,Processing,Unit,그래픽,처리,장치,세상,시장,기업,기업,중요,GPU,수요,엔비디아,GPU,게임,연산능력,GPU,데이터센터용,전용,데이터,센터,시장,잠식,엔비디아,데이터,센터,사업,매출,11억,달러,전년,동기,80%,증가,진짜,중요,GPU,AI시대,총아,AI,핵심,딥러닝,딥러닝,사람,신경망,모방,인공,신경망,컴퓨터,내부,생성,바탕,기계,학습,능력,부여,인공,신경망,유지,단순,연산,반복,단순,연산,반복,처리,GPU,CPU,압도적,유리,엔비디아,GPU,제공,GPU기반,AI,플랫폼,AI,세트,제공,재미,하드,소프트웨어,통합,플랫폼,AI시대,전략,최신,전략,GTC,이벤트,GTC,젠슨,AI,미래,세상,미래,5가지,정리,1.,매트릭스,마인크래프트,현실,젠슨,연설,현실,시뮬레이션,컴퓨터과학,도전,한계,회사,원동력,젠슨,20년,20년,SF,메타버스,Metaverse,시대,메타버스,미국,SF,작가,스티븐슨,스노,크래시,Snow,Crash,소설,등장,인용,인간,아바타,소프트웨어,에이전트,작용,공간,의미,현실,인간들,세컨드,라이프,가상,공간,생각,마인크래프트,포트나이트,게임,메타버스,초기,단계,메타,버스,게임,메타버스,거주자,게이머,도시,건설,콘서트,이벤트,친구들,교류,젠슨,메타버스,인터넷,가상현실,공간,미래,메타버스,현실,스노,크래시,인간,아바타,AI,중요,젠슨,메타버스,게임,세상,메타버스,미래,의미,젠슨,시뮬레이션,협업,엔비디아,플랫폼,옴니버스,Omniverse,소개,엔비디아,제안,미래,가상,공간,가상,공간,실제,물리,법칙,설계,세계,회사,가상,공간,연결,옴니버스,사용,디자이너,예술가,크리에이터,AI,도구들,사용,세계,공통,세상,연결,젠슨,설명,2018년,개봉,플레이어,할리우드,영화,레디,플레이어,Ready,Player,기억,어니스트,클라인,소설,동명,영화,2045년,오아시스,Oasis,등장,메타버스,디지털,가상현실,젠슨,20년,2040년,레디,플레이어,오아시스,세상,진짜,등장,일론,머스크,프로젝트,뉴럴,링크,설립,뉴럴링크,지름,지름,23mm,,두께,제품,동전,크기,링크,제품,로봇수술,인간,연결,컴퓨터,사이,신호,교환,가능,우선,척수손상,장애,사람,의사소통,인간,제품,가상공간,각자,아바타,연결,미래,사회,구상,생각,젠슨,옴니버스,가상공간,플랫폼,일론,머스크,뉴럴링크,프로젝트,발전,연결,1995년,애니메이션,공각기동대,전뇌,電腦,네트,1999년,할리우드영화,매트릭스,매트릭스,젠슨,20년,SF,의미,2.,소프트웨어,세계,젠슨,산업,자동화,얘기,정보,검색,자동화,산업,자동화,자동화,소프트웨어,능력,부족,데이터,GPU,계산,능력,현대,AI,빅뱅,소프트웨어,소프트웨어,AI,자동화,자동화,시대,얘기,1번,얘기,엔비디아,옴니버스,연결,젠슨,실제,세상,옴니버스,로봇,로봇,방법,공간,진전,인간,기계,기계,기계,일상,로봇회사,세계,최대,산업,로봇,회사,일본,화낙,FANUC,취재,광경,목격,축구장,넓이,거대,공장,사람,로봇끼리,작업,모습,로봇,제조,로봇,로봇,제조,로봇,분간,정도,엔비디아,자사,GPU,AI,플랫폼,자동차회사,회사,물류,소프트웨어,협업,작업,전문가들,공장,운영,소프트웨어,AI,핵심,GE,예전,GE,프레딕스,소프트웨어,플랫폼,미래,공장,브릴리언트,팩토리,엔비디아,방향,GE,결국,성공,컨셉,역량,리더십,부족,엔비디아,생각,3.,30수,기업,소프트뱅크,엔비디아,회장,소프트뱅크,손정의,ARM,320억,달러,37조,인수,바둑,30수,4년,엔비디아,ARM,소프트뱅크,인수,가격,10조,윈윈,인수,가능성,젠슨,연설,젠슨,ARM,엔비디아,생각,엔비디아,ARM,협력,그림,방향,구체적,AI,운용,빅데이터,초고속,처리,GPU,엔비디아,GPU,연산,코어,부품,대량,탑재,대량,계산,코어,분담,계산,보통,차례,계산,GPU,코어별,계산,속도,코어,병렬,배치,스피드,계산,지점,엔비디아,한계,ARM,역할,존재,엔비디아,GPU,AI,계산,완결,GPU,단순,계산,대량,실행,계산,CPU,Central,Processing,Unit,중앙,처리,장치,조합,중요,젠슨,컴퓨터,사령탑,역할,CPU,설계,세계,리드,ARM,인수,급성장,AI반도체,패권,판단,ARM,회사,설계도,반도체,회로,출하,반도체,34%,228억,ARM,설계,전력,효율,스마트폰,AP,한정,점유율,90%,엔비디아,ARM,활용,CPU,인텔,AMD등,엔비디아,자사,GPU,형태,ARM,인수,CPU,GPU,사양,ARM,설계,자체,사령탑,CPU,실행부대,GPU,연계,원활,AI,AI,성능,향상,계산,효율,상승,데이터,급증,소비전력,데이터센터,가능,엔비디아,GPU,연산속도,전력량,소비,크기,단점,세계,기기,AI칩,스마트폰,CPU,메모리,SoC,시스템온칩,AI기능,탑재,경향,애플,아이폰,전용,머신러닝,대응,뉴럴,엔진,탑재,얼굴인증,엔비디아,ARM,활용,모바일,분야,성능,전력,소모,AI칩,전력,4.,인텔,인사이드,AI시대,엔비디아,인사이드,젠슨,연설,엔비디아,과거,인텔,PC시장,인텔,인사이드,전략,AI,버전,PC,제품,CPU,인텔,전략,엔비디아,분야,AI,활용,GPU,인텔,GPU,엔비디아,제품,GPU,AI,활용,프로그래밍,언어,플랫폼,엔비디아,엔비디아,제품,소프트웨어,AI개발,수준,시장,지위,연설,젠슨,자신들,제공,도구,오픈,플랫폼,파트너,협력,강조,엔비디아,표준,자신들,최고,고집,과거,실패,반복,예전,고차원적,방법,자신들,세상,구축,AI,플랫폼,AI,플랫폼,표준,엔비디아,유인,우군,표준,차지,젠슨,엔비디아,창업,CPU,시장,평정,시피,인텔,AMD,틈바구니,결과,처절,실패,GPU,기사회생,오늘날,AI,시대,엔비디아,AI개발,표준,자신들,옛날,인텔,설움,5.,AI,리더십,투자자들,테슬라,프로젝트,설명,일론,머스크,리더십,이야기,엔비디아,얘기,GTC,젠슨,신기술,협업,성과,기업,만큼,동시다발적,AI시대,리더,프로젝트,숫자,젠슨,기술리더십,가능,개인,사무실,프로젝트,실행,입안중,엔비디아,정도,실무레벨,엔지니어,자신,프로젝트,판단,회의,회의,프로젝트,리더,팀원,질문,진행,방향,판단,인텔,얘기,인텔,미안,인텔,CEO,스완,사모펀드,경력,재무,사람,기업들,인텔,CFO,CEO,젠슨,특유,점퍼,검은색,가죽,인사이트,입담,AI,미래,스완,실적,AI,미래,비전,기업,투자자,관심,세계적,금리,상황,실리콘밸리,주의,버블,논란,엔비디아,인텔,삼성전자,2위,글로벌,반도체,기업,시총,기준,업계,글로벌,반도체,시총,TSMC,시총,460조,400조,엔비디아,TSMC,업계,뉴스레터,최원석,디코드,구독,목요일,모빌리티,테크,비즈니스,구독자,전용,추후,마련,이벤트,참여,최원석,디코드,구독,https://page.stibee.com/subscriptions/80905/NUrl","엔비디아,젠슨,ai,인텔,gpu,메타버스,arm,반도체,cpu,시총,데이터센터,소프트뱅크",“메타버스(Metaverse)의 시대가 오고 있다'고 했습니다...메타버스는 1992년 미국의 SF 작가 닐 스티븐슨이 쓴 ..이미 우리는 마인크래프트나 포트나이트 같은 게임에서 초기 단계 메타버스를 보고 있습니다...“메타버스가 인터넷의 뒤를 잇는 가상현실 공간이 될 것'이라면서 ....메타버스..“메타버스에서 우리의 미래를 만들 것'이라고 말합니다...,https://www.chosun.com/economy/int_economy/2020/10/08/LTVTYHLHCNEVHHK6EFY5I4EDWU/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01500701.20201008181530001,2020-10-08,부산일보,김상훈,극단적 개인주의·공정 사회·팬데믹… Z세대가 미래 한국 바꾼다,,,,,,,분석가,"한국, 대한민국","FIS, 뉴 프레퍼, YOLY, 상상력연구소, 한국, 대봉","극단,개인주의,공정,사회,팬데믹,Z세대,미래,한국,라이프,트렌드,김용섭,고등학생,대학생,개학,연기,온라인,수업,학습권,손해,예정자들,대학,졸업,예정자,기업들,채용,중단,구직,기회,손해,코로나19,타격,15~25세,Z세대,팬데믹,세대,Pandemic,Generation,코로나19,팬데믹,기후,위기,생태,파괴,환경,전반,환경,관심,양극,심화,경제,위기,인식,팬데믹,세대,기성세대,온라인,막강,영향력,인종,젠더,환경,정치,사회,목소리,주저,세대,질서,세대,상상력연구소,소장,트렌드,분석가,저자,라이프,트렌드,코로나19,한국,문화,라이프스타일,비즈니스,소비,영향,트렌드,대한민국,질서,세대,급변,소비,트렌드,주목,트렌드,안전,소비,행동,세이프티,퍼스트,Safety,재난,위기,대비,생존,능력,사람들,프레퍼,Prepper,부활,거대,담론,시대,팬데믹,세대,극단적,개인주의,로컬,메타버스,Metaverse,업무,일상,추구,울트라,라이트웨이트,Ultra,Lightweight,대봉쇄,격리,거리,불황,10~30대,물론,집단주의,기성세대,자신,개인주의,심화,사회,투명,공정,인식,운동장,안정,공정,사회,극단,개인주의,계발,재테크,트렌드,능력,운동,동학,개미,주도,세대,주린이,패닉,바잉,부린이,대표적,재테크,자신,인생,욜리,Live,YOLY,경제적,취미,지속,피시,Financial,Independence,Sustainable,Hobby,FISH,추구,원격,재택근무,안전,공간,로컬,가능성,주목,트렌드,변화,동네,플랫폼,중고,거래,당근마켓,로컬,투어,로컬,주력,마이리얼트립,약진,증명,정치,경제,사회,문화,사회,환경,재현,가상,공간,메타버스,주목,트렌드,김용섭,부키,420쪽,1만,8000원","팬데믹,개인주의,코로나19,온라인,기성세대,김용섭,메타버스,한국,주린이,대봉쇄,프레퍼,1만,라이트웨이트,욜리,420쪽,부린이,기업들,바잉,영향력,학습권,마이리얼트립,상상력,당근마켓","현재의 고등학생과 대학생은 개학 연기와 온라인 수업으로 인해 학습권의 손해를 봤고, 대학 졸업 예정자들은 기업들의 채용 중단으로 인해 구직 ..‘뉴 프레퍼(New Prepper)’, 부활한 거대 담론의 시대, 팬데믹 세대, 극단적인 개인주의, 로컬과 메타버스(Metaverse), 업무와 일상에서 가벼움을 추구하는 ..‘메타버스’도 주목할 만한 트렌드다...",http://www.busan.com/view/busan/view.php?code=2020100818073928459
